Sample ID;Sample # In Batch;Sample Name;Port;Volume (ml);Start Time;Attempt #;Cell Temp (C);H2O (‰);Initial Baseline (ppm);Final Baseline (ppm);Peak (ppm);Integration Time (sec);Area (net);Area (net avg);DIC (uM);Status;;Wait Btwn Repeat (s);Wait Btwn Sample (s);Flush Volume (ml);Pre-Acid Volume (ml);Acid Volume (ml);Injection Speed (sps);End Analysis - Criteria;End Analysis - Value;Precision;Standard Curve;Gas Flowrate
0003S-1-6;3;C_1_8_1h;E;1.500000;10/10/24  14:36:19;1;51.560000;4.179650;-26.306569;-25.464037;-8.608180;63.501163;264.707676;0.000000;0.000000;Failed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-1-7;3;C_1_8_1h;E;1.500000;10/10/24  14:40:27;1;51.556700;4.083090;-26.416237;-25.630931;-10.318400;64.500867;229.691742;0.000000;0.000000;Failed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-1-8;3;C_1_8_1h;E;1.500000;10/10/24  14:44:37;1;51.560000;3.968800;-26.321669;-25.549838;-11.525500;63.000654;215.538075;0.000000;0.000000;Failed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-1-9;3;C_1_8_1h;E;1.500000;10/10/24  14:48:47;1;51.563400;3.915780;-26.543837;-25.753556;-11.343300;63.499962;219.160374;0.000000;0.000000;Failed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-1-10;3;C_1_8_1h;E;1.500000;10/10/24  14:52:57;1;51.556700;3.937700;-26.526275;-25.773381;-11.024000;63.499489;215.065292;0.000000;0.000000;Failed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-1;3;C_1_8_1h;E;1.500000;10/10/24  14:57:07;2;51.560000;3.972510;-26.465106;-25.691750;-11.756800;62.999959;207.490995;201.523346;22.264822;Excluded;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-2;3;C_1_8_1h;E;1.500000;10/10/24  15:01:15;2;51.563400;4.124640;-26.357163;-25.590488;-11.756800;62.500060;203.849645;201.523346;22.264822;Excluded;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-3;3;C_1_8_1h;E;1.500000;10/10/24  15:05:21;2;51.563400;4.190350;-26.575862;-25.838812;-12.315000;62.999954;212.799793;201.523346;22.264822;Excluded;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-4;3;C_1_8_1h;E;1.500000;10/10/24  15:09:28;2;51.560000;4.244190;-26.386637;-25.638500;-12.545800;61.500313;201.358368;201.523346;22.264822;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-5;3;C_1_8_1h;E;1.500000;10/10/24  15:13:36;2;51.560000;4.262690;-26.444263;-25.625913;-12.048500;61.498606;202.062646;201.523346;22.264822;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0003S-2-6;3;C_1_8_1h;E;1.500000;10/10/24  15:17:41;2;51.560000;4.355630;-26.423762;-25.623944;-11.579300;61.000638;201.149024;201.523346;22.264822;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0004S-1-1;4;C_2_11_1h;F;1.500000;10/10/24  15:22:31;1;51.563400;4.508710;-26.470019;-25.214488;1094.530000;102.998953;20025.019264;20064.607763;2237.598639;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;Deviation;0.120000;0.00200+0.00000;Broken Line;220.000000
0004S-1-2;4;C_2_11_1h;F;1.500000;10/10/24  15:27:18;1;51.556700;4.865620;-26.306056;-25.461212;1110.940000;120.001071;20086.208181;20064.607763;2237.598639;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0004S-1-3;4;C_2_11_1h;F;1.500000;10/10/24  15:32:22;1;51.560000;4.888840;-26.100806;-25.271800;1106.020000;116.499862;20082.595842;20064.607763;2237.598639;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0005S-1-1;5;C_2_8_1h;G;1.500000;10/10/24  15:38:07;1;51.560000;4.865250;-26.130869;-25.296713;1103.220000;116.501338;20200.807407;20175.610221;2249.978765;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0005S-1-2;5;C_2_8_1h;G;1.500000;10/10/24  15:43:08;1;51.560000;4.938690;-26.234175;-25.388581;1091.700000;120.999998;20189.027877;20175.610221;2249.978765;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0005S-1-3;5;C_2_8_1h;G;1.500000;10/10/24  15:48:15;1;51.560000;4.871150;-26.137188;-25.301425;1086.430000;113.499334;20136.995379;20175.610221;2249.978765;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0006S-1-1;6;C_1_5_1h;H;1.500000;10/10/24  15:53:57;1;51.566700;4.815420;-26.135112;-25.288556;1101.930000;119.000319;20024.727063;20018.246920;2232.428004;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0006S-1-2;6;C_1_5_1h;H;1.500000;10/10/24  15:59:02;1;51.563400;4.786700;-26.147894;-25.338894;1093.010000;119.000175;20030.410544;20018.246920;2232.428004;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0006S-1-3;6;C_1_5_1h;H;1.500000;10/10/24  16:04:07;1;51.553400;4.839030;-26.115619;-25.306750;1065.420000;123.000024;19999.603153;20018.246920;2232.428004;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0007S-1-1;7;C_1_7_1h;I;1.500000;10/10/24  16:10:00;1;51.563400;4.834840;-26.292094;-25.458594;1078.800000;132.501417;20012.777237;19970.061017;2227.053821;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0007S-1-2;7;C_1_7_1h;I;1.500000;10/10/24  16:15:18;1;51.560000;4.772600;-26.126644;-25.297919;1063.020000;114.500451;19952.972598;19970.061017;2227.053821;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0007S-1-3;7;C_1_7_1h;I;1.500000;10/10/24  16:20:17;1;51.563400;4.921600;-26.181319;-25.368600;1064.770000;126.999468;19944.433215;19970.061017;2227.053821;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0008S-1-1;8;C_1_4_1h;J;1.500000;10/10/24  16:26:11;1;51.560000;4.764720;-26.215050;-25.386419;1086.730000;122.499470;20127.963630;20012.047963;2231.736634;Excluded;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0008S-1-2;8;C_1_4_1h;J;1.500000;10/10/24  16:31:18;1;51.560000;4.832580;-26.032644;-25.184556;1075.460000;120.501635;20057.966973;20012.047963;2231.736634;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0008S-1-3;8;C_1_4_1h;J;1.500000;10/10/24  16:36:22;1;51.556700;4.850970;-26.157900;-25.323781;1067.500000;126.000711;19988.454028;20012.047963;2231.736634;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0008S-1-4;8;C_1_4_1h;J;1.500000;10/10/24  16:41:34;1;51.560000;4.828250;-26.192163;-25.346125;1068.920000;124.000417;19989.722888;20012.047963;2231.736634;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-1;9;C_2_15_1h;K;1.500000;10/10/24  16:47:27;1;51.566700;4.721540;-26.265406;-25.419319;1066.860000;129.999833;20050.285017;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-2;9;C_2_15_1h;K;1.500000;10/10/24  16:52:41;1;51.563400;4.910660;-26.307669;-25.462256;1044.450000;132.500183;20040.504789;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-3;9;C_2_15_1h;K;1.500000;10/10/24  16:57:58;1;51.563400;4.907210;-26.164031;-25.315219;996.306000;124.999465;19789.866330;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-4;9;C_2_15_1h;K;1.500000;10/10/24  17:03:08;1;51.563400;4.897470;-26.045325;-25.245200;991.272000;121.999112;19881.174553;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-5;9;C_2_15_1h;K;1.500000;10/10/24  17:08:14;1;51.563400;4.733140;-26.063075;-25.261263;395.149000;86.999767;5461.414107;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-6;9;C_2_15_1h;K;1.500000;10/10/24  17:12:44;1;51.560000;4.547530;-26.070712;-25.264531;-7.617150;62.998955;283.163906;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-7;9;C_2_15_1h;K;1.500000;10/10/24  17:16:54;1;51.560000;4.372130;-25.960137;-25.178406;-9.366410;61.498135;232.284232;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-8;9;C_2_15_1h;K;1.500000;10/10/24  17:20:59;1;51.560000;4.406080;-26.097187;-25.318850;-9.757700;61.499629;232.249600;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-9;9;C_2_15_1h;K;1.500000;10/10/24  17:25:04;1;51.560000;4.384420;-26.102694;-25.286581;-10.423200;61.500202;226.624873;0.000000;0.000000;Analyzed;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0009S-1-10;9;C_2_15_1h;K;1.500000;;1;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Halted;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;;;0.00200+0.00000;Broken Line;220.000000
0011S-1-1;2;C_2_18_1h;D;1.500000;10/10/24  17:36:56;1;51.560000;4.284140;-26.458037;-25.611669;1107.030000;157.999335;20191.473379;20162.688202;2248.537570;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0011S-1-2;2;C_2_18_1h;D;1.500000;10/10/24  17:42:37;1;51.556700;4.706220;-26.214469;-25.370250;1109.160000;127.501059;20168.959744;20162.688202;2248.537570;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0011S-1-3;2;C_2_18_1h;D;1.500000;10/10/24  17:47:50;1;51.563400;4.838790;-26.086681;-25.240713;1128.340000;123.500626;20127.631483;20162.688202;2248.537570;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0012S-1-1;3;C_1_12_1h;E;1.500000;10/10/24  17:53:41;1;51.560000;4.689720;-26.018763;-25.214050;1106.370000;119.000632;20206.295248;20187.134871;2251.264112;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0012S-1-2;3;C_1_12_1h;E;1.500000;10/10/24  17:58:45;1;51.563400;4.769300;-25.869525;-25.031444;1110.300000;115.500897;20176.894206;20187.134871;2251.264112;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0012S-1-3;3;C_1_12_1h;E;1.500000;10/10/24  18:03:45;1;51.563400;4.805770;-25.916162;-25.077388;1112.440000;108.500054;20178.215158;20187.134871;2251.264112;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0013S-1-1;4;C_2_10_1h;F;1.500000;10/10/24  18:09:20;1;51.563400;4.700720;-25.926887;-25.105544;1096.820000;119.501803;20244.841793;20218.643229;2254.778245;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0013S-1-2;4;C_2_10_1h;F;1.500000;10/10/24  18:14:23;1;51.563400;4.790660;-25.972581;-25.028206;1126.280000;122.000554;20220.305773;20218.643229;2254.778245;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;Deviation;0.120000;0.00200+0.00000;Broken Line;220.000000
0013S-1-3;4;C_2_10_1h;F;1.500000;10/10/24  18:19:28;1;51.563400;4.906880;-25.883581;-25.039919;1088.490000;114.998710;20190.782122;20218.643229;2254.778245;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0014S-1-1;5;C_2_14_1h;G;1.500000;10/10/24  18:25:09;1;51.563400;4.754830;-25.865494;-25.024881;1108.460000;111.998700;20157.132864;20125.436785;2244.382912;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0014S-1-2;5;C_2_14_1h;G;1.500000;10/10/24  18:30:08;1;51.560000;4.812410;-25.704406;-24.865750;1109.330000;110.999259;20107.361093;20125.436785;2244.382912;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0014S-1-3;5;C_2_14_1h;G;1.500000;10/10/24  18:35:04;1;51.563400;4.847380;-25.832462;-24.984375;1104.650000;117.499965;20111.816399;20125.436785;2244.382912;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
