Sample ID;Sample # In Batch;Sample Name;Port;Volume (ml);Start Time;Attempt #;Cell Temp (C);H2O (‰);Initial Baseline (ppm);Final Baseline (ppm);Peak (ppm);Integration Time (sec);Area (net);Area (net avg);DIC (uM);Status;;Wait Btwn Repeat (s);Wait Btwn Sample (s);Flush Volume (ml);Pre-Acid Volume (ml);Acid Volume (ml);Injection Speed (sps);End Analysis - Criteria;End Analysis - Value;Precision;Standard Curve;Gas Flowrate
0009S-1-1;9;C_2_6_2d;K;1.500000;10/23/24  18:18:29;1;51.563400;6.395410;-23.556863;-22.721475;1096.030000;117.499866;19680.821645;19680.821645;2156.008657;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0011S-1-1;2;C_1_6_2d;D;1.500000;;1;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;Halted;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;;;0.00200+0.00000;Broken Line;220.000000
0011S-1-2;2;C_1_6_2d;D;1.500000;10/23/24  18:27:58;1;51.563400;6.024760;-23.537856;-22.620563;1118.280000;120.499209;19554.796603;19554.796603;2142.290731;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;Deviation;0.120000;0.00200+0.00000;Broken Line;220.000000
0012S-1-1;3;C_2_11_2d;E;1.500000;10/23/24  18:33:48;1;51.556700;6.136420;-23.602775;-22.757144;1129.970000;122.499691;19848.981807;19848.981807;2174.313026;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0013S-1-1;4;C_2_5_2d;F;1.500000;10/23/24  18:39:38;1;51.563400;6.044970;-23.533325;-22.699144;1123.520000;109.999909;19869.207370;19869.207370;2176.514595;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0014S-1-1;5;C_2_8_2d;G;1.500000;10/23/24  18:45:16;1;51.560000;6.231860;-23.583150;-22.754969;1122.430000;113.999850;20036.508418;20036.508418;2194.725448;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0015S-1-1;6;C_2_13_2d;H;1.500000;10/23/24  18:50:58;1;51.560000;6.148370;-23.492081;-22.669200;1137.480000;109.999502;20363.575677;20363.575677;2230.326981;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0016S-1-1;7;C_1_2_2d;I;1.500000;10/23/24  18:56:36;1;51.560000;6.208940;-23.567594;-22.723031;1095.370000;123.499502;19813.158614;19813.158614;2170.413643;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0017S-1-1;8;C_2_3_2d;J;1.500000;10/23/24  19:02:25;1;51.560000;6.059900;-23.519281;-22.685675;1103.140000;109.500269;19722.473183;19722.473183;2160.542461;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0018S-1-1;9;C_1_5_2d;K;1.500000;10/23/24  19:08:00;1;51.560000;6.188220;-23.524369;-22.685150;1116.330000;111.000139;20134.702928;20134.702928;2205.413999;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0020S-1-1;2;C_2_10_2d;D;1.500000;10/23/24  19:15:11;1;51.556700;5.773650;-23.662200;-22.844869;1120.690000;123.000961;20006.714698;20006.714698;2191.482377;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0021S-1-1;3;C_1_12_2d;E;1.500000;10/23/24  19:21:02;1;51.563400;6.089210;-23.530513;-22.698850;1120.040000;115.500038;19759.613251;19759.613251;2164.585187;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0022S-1-1;4;C_1_7_2d;F;1.500000;10/23/24  19:26:47;1;51.556700;6.091650;-23.505719;-22.693819;1124.200000;114.500045;20030.052588;20030.052588;2194.022725;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0023S-1-1;5;C_1_10_2d;G;1.500000;10/23/24  19:32:29;1;51.563400;6.042430;-23.483825;-22.651256;1126.540000;108.500883;19808.172696;19808.172696;2169.870921;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0024S-1-1;6;C_1_1_2d;H;1.500000;10/23/24  19:38:05;1;51.560000;6.166880;-23.637794;-22.803506;1073.660000;122.999286;19620.072081;19620.072081;2149.396019;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
0025S-1-1;7;C_2_12_2d;I;1.500000;10/23/24  19:43:55;1;51.560000;6.176900;-23.567181;-22.718906;1074.540000;114.000387;19463.916105;19463.916105;2132.398316;Valid;;15.000000;5.000000;0.700000;0.700000;0.700000;1700.000000;BL Diff;0.850000;0.00200+0.00000;Broken Line;220.000000
